freq1_Z1,freq2_Z1,freq3_Z1,freq4_Z1,freq5_Z1,freq6_Z1,freq7_Z1,freq8_Z1,freq9_Z1,freq10_Z1,freq11_Z1,freq12_Z1,freq13_Z1,freq14_Z1,freq15_Z1,freq16_Z1,freq17_Z1,freq18_Z1,freq19_Z1,freq20_Z1,freq21_Z1,freq22_Z1,freq23_Z1,freq24_Z1,freq25_Z1,freq26_Z1,freq27_Z1,freq28_Z1,freq29_Z1,freq30_Z1,freq31_Z1,freq32_Z1,freq33_Z1,freq34_Z1,freq35_Z1,freq36_Z1,freq37_Z1,freq38_Z1,freq39_Z1,freq40_Z1,freq41_Z1,freq42_Z1,freq43_Z1,freq44_Z1,freq45_Z1,freq46_Z1,freq47_Z1,freq48_Z1,freq49_Z1,freq50_Z1,freq51_Z1,freq52_Z1,freq53_Z1,freq54_Z1,freq55_Z1,freq56_Z1,freq57_Z1,freq58_Z1,freq59_Z1,freq60_Z1,freq61_Z1,freq62_Z1,freq63_Z1,freq64_Z1,freq65_Z1,freq66_Z1,freq67_Z1,freq68_Z1,freq69_Z1,freq70_Z1,freq71_Z1,freq72_Z1,freq73_Z1,freq1_Z2,freq2_Z2,freq3_Z2,freq4_Z2,freq5_Z2,freq6_Z2,freq7_Z2,freq8_Z2,freq9_Z2,freq10_Z2,freq11_Z2,freq12_Z2,freq13_Z2,freq14_Z2,freq15_Z2,freq16_Z2,freq17_Z2,freq18_Z2,freq19_Z2,freq20_Z2,freq21_Z2,freq22_Z2,freq23_Z2,freq24_Z2,freq25_Z2,freq26_Z2,freq27_Z2,freq28_Z2,freq29_Z2,freq30_Z2,freq31_Z2,freq32_Z2,freq33_Z2,freq34_Z2,freq35_Z2,freq36_Z2,freq37_Z2,freq38_Z2,freq39_Z2,freq40_Z2,freq41_Z2,freq42_Z2,freq43_Z2,freq44_Z2,freq45_Z2,freq46_Z2,freq47_Z2,freq48_Z2,freq49_Z2,freq50_Z2,freq51_Z2,freq52_Z2,freq53_Z2,freq54_Z2,freq55_Z2,freq56_Z2,freq57_Z2,freq58_Z2,freq59_Z2,freq60_Z2,freq61_Z2,freq62_Z2,freq63_Z2,freq64_Z2,freq65_Z2,freq66_Z2,freq67_Z2,freq68_Z2,freq69_Z2,freq70_Z2,freq71_Z2,freq72_Z2,freq73_Z2,C (log-CFU/100ml),sensor ID,RCT,CF
369.05,380.83,383.04,390.29,394.45,399.55,405.61,408.86,412.78,416.91,421.14,424.63,427.62,429.01,433.36,437.3,440.12,446.21,450.88,455.36,463.85,468.04,479.85,486.77,497.46,510.09,525.05,542.07,562.62,587.04,617.36,648.05,684.47,729.82,781.81,844.03,914.82,987.02,1090.44,1189.24,1313.98,1438.79,1592.79,1735.41,1910.62,2122.68,2328.94,2537.11,2774.76,3001.38,3220.16,3467.7,3704.6,3969.04,4165.17,4397.47,4610.69,4831.9,5023.44,5214.42,5416.57,5633.75,5825.87,6003.84,6176.08,6357.14,6541.1,6711.3,6892.05,7074.45,7256.87,7465.27,7661.67,89.75,85.78,82.08,81.95,77.59,74.13,73.19,71.13,69.94,69.9,71.98,74.76,76.85,86.06,90.6,95.8,103.99,113.6,123.95,135.87,150.62,167.76,182.11,211.89,237.77,267.19,301.68,338.24,379.63,426.72,474.67,531.28,591.19,660.34,733.69,814.4,900.12,985.17,1087.22,1180.18,1286.7,1376.26,1485.17,1573.06,1664.16,1761.82,1842.86,1901.39,1967.35,2015.03,2047.95,2076.22,2086.23,2086.32,2088.52,2066.29,2044.88,2035.51,1999.75,1969.23,1953.96,1935.75,1928.66,1912.97,1913.12,1914.51,1927.52,1942.09,1976.1,2017.8,2070.46,2130.65,2223.4,4,9,3039.78,2461.39
372.32,384.2,386.43,393.75,397.94,403.09,409.2,412.48,416.44,420.6,424.87,428.39,431.4,432.8,437.19,441.17,444.02,450.16,454.87,459.39,467.96,472.18,484.1,491.08,501.86,514.61,529.69,546.86,567.59,592.23,622.82,653.79,690.53,736.27,788.73,851.49,922.91,995.76,1100.09,1199.76,1325.61,1451.53,1606.89,1750.77,1927.53,2141.47,2349.55,2559.56,2799.32,3027.94,3248.66,3498.39,3737.38,4004.16,4202.03,4436.38,4651.5,4874.66,5067.9,5260.56,5464.5,5683.6,5877.42,6056.97,6230.73,6413.4,6598.99,6770.7,6953.04,7137.05,7321.09,7531.34,7729.47,90.54,86.53,82.81,82.68,78.28,74.79,73.84,71.76,70.56,70.52,72.62,75.42,77.53,86.82,91.41,96.64,104.91,114.6,125.05,137.08,151.95,169.25,183.72,213.77,239.87,269.55,304.35,341.23,382.99,430.5,478.87,535.98,596.42,666.19,740.18,821.61,908.09,993.89,1096.84,1190.63,1298.09,1388.44,1498.31,1586.98,1678.89,1777.41,1859.17,1918.21,1984.76,2032.86,2066.07,2094.6,2104.69,2104.78,2107,2084.58,2062.97,2053.53,2017.45,1986.66,1971.25,1952.88,1945.73,1929.9,1930.05,1931.45,1944.58,1959.28,1993.59,2035.66,2088.78,2149.5,2243.08,4,10,3099.22,2365.34
307,316.79,318.63,324.67,328.13,332.37,337.41,340.11,343.38,346.81,350.33,353.23,355.72,356.87,360.49,363.78,366.12,371.18,375.07,378.8,385.86,389.34,399.17,404.93,413.81,424.33,436.76,450.92,468.02,488.33,513.56,539.09,569.38,607.1,650.36,702.11,761,821.07,907.09,989.28,1093.05,1196.87,1324.98,1443.62,1589.37,1765.77,1937.35,2110.51,2308.21,2496.72,2678.72,2884.63,3081.7,3301.68,3464.83,3658.07,3835.45,4019.46,4178.8,4337.66,4505.82,4686.48,4846.3,4994.34,5137.62,5288.24,5441.27,5582.86,5733.21,5884.94,6036.69,6210.05,6373.42,74.66,71.35,68.28,68.17,64.55,61.67,60.89,59.17,58.18,58.15,59.88,62.19,63.93,71.59,75.37,79.69,86.5,94.5,103.11,113.03,125.3,139.55,151.49,176.26,197.79,222.26,250.95,281.37,315.8,354.97,394.86,441.95,491.79,549.31,610.33,677.47,748.78,819.52,904.41,981.75,1070.35,1144.85,1235.45,1308.57,1384.35,1465.58,1533,1581.68,1636.56,1676.22,1703.6,1727.12,1735.45,1735.52,1737.35,1718.86,1701.05,1693.26,1663.51,1638.12,1625.42,1610.27,1604.37,1591.32,1591.45,1592.6,1603.42,1615.55,1643.84,1678.53,1722.33,1772.4,1849.56,4,11,3289.99,2624.2
310.27,320.16,322.02,328.12,331.62,335.91,341,343.73,347.03,350.5,354.06,356.99,359.5,360.67,364.33,367.65,370.02,375.13,379.06,382.83,389.97,393.49,403.42,409.23,418.22,428.84,441.41,455.72,473,493.53,519.02,544.82,575.44,613.56,657.28,709.58,769.09,829.8,916.74,999.8,1104.67,1209.61,1339.07,1458.98,1606.28,1784.56,1957.96,2132.97,2332.76,2523.28,2707.22,2915.32,3114.48,3336.8,3501.69,3696.99,3876.25,4062.22,4223.25,4383.8,4553.75,4736.34,4897.85,5047.47,5192.28,5344.5,5499.16,5642.25,5794.2,5947.55,6100.91,6276.11,6441.22,75.45,72.11,69,68.9,65.23,62.32,61.53,59.8,58.8,58.77,60.52,62.85,64.61,72.35,76.17,80.54,87.42,95.5,104.21,114.23,126.63,141.04,153.1,178.14,199.89,224.63,253.62,284.36,319.16,358.75,399.06,446.65,497.02,555.15,616.82,684.68,756.74,828.24,914.03,992.19,1081.74,1157.03,1248.59,1322.49,1399.08,1481.17,1549.31,1598.51,1653.97,1694.05,1721.73,1745.5,1753.91,1753.99,1755.83,1737.15,1719.15,1711.27,1681.21,1655.55,1642.71,1627.4,1621.44,1608.25,1608.38,1609.54,1620.48,1632.73,1661.33,1696.38,1740.65,1791.25,1869.23,4,12,3164.68,2518.7
327.9,338.36,340.33,346.78,350.47,355,360.38,363.27,366.76,370.42,374.18,377.28,379.94,381.17,385.04,388.54,391.05,396.45,400.61,404.59,412.13,415.85,426.35,432.5,441.99,453.22,466.5,481.62,499.88,521.58,548.52,575.79,608.15,648.44,694.64,749.91,812.81,876.97,968.85,1056.63,1167.47,1278.36,1415.19,1541.91,1697.58,1885.99,2069.25,2254.21,2465.36,2666.71,2861.1,3081.04,3291.52,3526.47,3700.74,3907.13,4096.58,4293.12,4463.31,4632.99,4812.6,5005.56,5176.26,5334.38,5487.42,5648.29,5811.74,5962.97,6123.55,6285.62,6447.7,6632.86,6807.36,79.74,76.21,72.93,72.82,68.94,65.86,65.03,63.2,62.14,62.11,63.96,66.43,68.28,76.47,80.5,85.12,92.39,100.93,110.13,120.72,133.83,149.06,161.8,188.26,211.25,237.39,268.04,300.52,337.3,379.14,421.75,472.04,525.27,586.71,651.88,723.6,799.76,875.32,965.99,1048.59,1143.23,1222.8,1319.57,1397.66,1478.6,1565.37,1637.37,1689.37,1747.98,1790.35,1819.59,1844.72,1853.61,1853.69,1855.64,1835.89,1816.86,1808.55,1776.77,1749.65,1736.09,1719.91,1713.61,1699.66,1699.8,1701.03,1712.59,1725.54,1755.76,1792.81,1839.6,1893.07,1975.48,4,13,3079.97,2595.58
362.52,374.09,376.26,383.39,387.47,392.48,398.43,401.62,405.48,409.53,413.69,417.11,420.05,421.42,425.69,429.56,432.33,438.31,442.9,447.3,455.64,459.76,471.36,478.16,488.65,501.06,515.75,532.47,552.66,576.65,606.43,636.58,672.36,716.9,767.98,829.09,898.62,969.56,1071.14,1168.19,1290.72,1413.33,1564.6,1704.7,1876.81,2085.11,2287.72,2492.2,2725.65,2948.26,3163.17,3406.32,3639.03,3898.79,4091.45,4319.64,4529.09,4746.38,4934.53,5122.13,5320.7,5534.03,5722.75,5897.57,6066.77,6244.62,6425.33,6592.52,6770.06,6949.24,7128.43,7333.14,7526.06,88.16,84.26,80.63,80.5,76.22,72.82,71.9,69.87,68.7,68.67,70.71,73.44,75.49,84.54,89,94.1,102.15,111.59,121.76,133.47,147.95,164.79,178.89,208.14,233.56,262.46,296.34,332.25,372.91,419.17,466.27,521.88,580.73,648.65,720.7,799.99,884.19,967.73,1067.98,1159.3,1263.93,1351.9,1458.88,1545.22,1634.71,1730.63,1810.24,1867.73,1932.53,1979.37,2011.7,2039.48,2049.31,2049.39,2051.55,2029.72,2008.68,1999.49,1964.36,1934.38,1919.38,1901.49,1894.52,1879.11,1879.26,1880.62,1893.4,1907.72,1941.13,1982.09,2033.82,2092.94,2184.05,4,14,3249.53,2553.88
342.93,353.87,355.92,362.66,366.53,371.27,376.9,379.91,383.56,387.39,391.33,394.57,397.34,398.64,402.68,406.34,408.96,414.62,418.96,423.12,431.01,434.91,445.88,452.31,462.24,473.98,487.88,503.69,522.78,545.48,573.65,602.17,636.01,678.15,726.46,784.27,850.05,917.15,1013.24,1105.05,1220.95,1336.93,1480.03,1612.55,1775.36,1972.4,2164.06,2357.49,2578.32,2788.89,2992.19,3222.2,3442.32,3688.04,3870.29,4086.14,4284.27,4489.82,4667.8,4845.26,5033.09,5234.9,5413.42,5578.79,5738.83,5907.08,6078.01,6236.17,6404.12,6573.6,6743.11,6936.76,7119.25,83.39,79.7,76.27,76.15,72.1,68.88,68.01,66.09,64.99,64.96,66.89,69.47,71.41,79.97,84.19,89.02,96.63,105.56,115.18,126.25,139.96,155.88,169.22,196.89,220.93,248.27,280.32,314.29,352.76,396.51,441.07,493.67,549.34,613.59,681.75,756.75,836.4,915.42,1010.25,1096.63,1195.61,1278.82,1380.02,1461.7,1546.35,1637.09,1712.39,1766.77,1828.07,1872.37,1902.96,1929.23,1938.53,1938.62,1940.66,1920.01,1900.11,1891.41,1858.18,1829.82,1815.63,1798.71,1792.12,1777.54,1777.68,1778.97,1791.06,1804.6,1836.2,1874.95,1923.88,1979.8,2065.99,4,15,3229.16,2450.38
351.3,357.36,364.56,370.24,377.73,380.42,385.84,388.48,392.63,396.61,399.8,403.59,406.37,407.55,411.13,414.69,418.02,422.81,426.4,430.87,438.03,443.22,450.93,459.11,468.92,479.69,496.04,509.24,527.46,549.05,574.2,603.65,636.52,678.93,723.78,780.25,840.2,908.49,993.21,1087.99,1194.77,1308.89,1444.56,1587.95,1747.38,1926.57,2120.84,2302.86,2502.24,2732.8,2926.02,3165.85,3381.44,3584.62,3848.96,4023.88,4259.38,4481.59,4669.05,4880.13,5090.73,5253.59,5461.62,5624.83,5793.46,5982.23,6170.82,6344.39,6527.16,6714.84,6886.4,7095.37,7307.62,86.36,82.92,78,75.49,70.67,69.69,67.29,65.12,66.05,65.47,66.68,68.42,71.15,79.46,82.78,88.71,94.08,98,112.63,124.2,137.6,152.69,170.7,191.7,215.51,242.6,267.77,307.11,344.07,384.99,428.48,482.25,537.69,600.21,665.25,738.42,817.24,897.47,985.61,1077.49,1173.92,1262.56,1361.67,1447.81,1535.21,1632.1,1714.26,1770,1835.5,1884.27,1925.14,1947.27,1980.78,1980.86,1998,1985.58,1971.56,1971.66,1932.89,1931.46,1913.98,1887.07,1889.92,1875.66,1869.08,1868.73,1882.72,1905.75,1932.7,1971.68,2025.68,2083.71,2144.89,5,1,3297.28,2624.52
347.89,353.89,361.02,366.65,374.06,376.72,382.1,384.71,388.82,392.76,395.91,399.67,402.42,403.59,407.14,410.66,413.97,418.7,422.26,426.69,433.77,438.91,446.56,454.65,464.37,475.03,491.22,504.3,522.34,543.72,568.63,597.79,630.34,672.34,716.75,772.67,832.05,899.67,983.57,1077.43,1183.17,1296.18,1430.54,1572.54,1730.42,1907.86,2100.25,2280.5,2477.95,2706.27,2897.62,3135.11,3348.62,3549.82,3811.59,3984.81,4218.03,4438.08,4623.72,4832.75,5041.3,5202.58,5408.59,5570.22,5737.21,5924.15,6110.91,6282.8,6463.79,6649.65,6819.55,7026.48,7236.67,85.52,82.11,77.24,74.76,69.98,69.02,66.63,64.49,65.41,64.84,66.04,67.75,70.46,78.69,81.97,87.85,93.16,97.05,111.53,122.99,136.27,151.21,169.05,189.83,213.41,240.25,265.17,304.13,340.73,381.25,424.32,477.56,532.47,594.39,658.79,731.26,809.3,888.76,976.05,1067.03,1162.52,1250.31,1348.45,1433.75,1520.31,1616.26,1697.61,1752.82,1817.68,1865.97,1906.45,1928.36,1961.55,1961.63,1978.61,1966.3,1952.42,1952.51,1914.13,1912.71,1895.4,1868.75,1871.57,1857.45,1850.94,1850.59,1864.44,1887.25,1913.94,1952.54,2006.01,2063.48,2124.07,5,2,3199.72,2465.52
337.66,343.49,350.4,355.87,363.06,365.64,370.86,373.39,377.39,381.21,384.27,387.92,390.59,391.72,395.16,398.58,401.79,406.39,409.84,414.14,421.02,426.01,433.42,441.28,450.71,461.06,476.77,489.47,506.98,527.73,551.9,580.21,611.8,652.56,695.67,749.95,807.58,873.21,954.64,1045.74,1148.37,1258.06,1388.46,1526.28,1679.52,1851.75,2038.48,2213.43,2405.06,2626.67,2812.39,3042.9,3250.13,3445.42,3699.49,3867.61,4093.97,4307.55,4487.72,4690.61,4893.03,5049.57,5249.52,5406.39,5568.47,5749.91,5931.17,6098.01,6273.68,6454.07,6618.97,6819.82,7023.83,83.01,79.7,74.97,72.56,67.92,66.99,64.67,62.59,63.49,62.93,64.09,65.76,68.39,76.38,79.56,85.27,90.42,94.19,108.25,119.38,132.26,146.76,164.07,184.25,207.14,233.18,257.37,295.18,330.71,370.04,411.84,463.52,516.81,576.9,639.41,709.75,785.5,862.62,947.34,1035.65,1128.33,1213.53,1308.79,1391.58,1475.59,1568.72,1647.68,1701.27,1764.22,1811.09,1850.38,1871.65,1903.86,1903.93,1920.41,1908.47,1894.99,1895.09,1857.83,1856.45,1839.65,1813.78,1816.52,1802.82,1796.5,1796.16,1809.6,1831.74,1857.65,1895.11,1947.01,2002.79,2061.6,5,3,3156.07,2594.91
334.25,340.02,346.87,352.27,359.39,361.95,367.11,369.62,373.57,377.36,380.39,384,386.64,387.77,391.17,394.56,397.73,402.28,405.7,409.96,416.76,421.7,429.04,436.82,446.16,456.4,471.96,484.52,501.86,522.4,546.33,574.35,605.62,645.97,688.64,742.37,799.42,864.39,945,1035.18,1136.77,1245.35,1374.44,1510.87,1662.56,1833.05,2017.89,2191.07,2380.77,2600.14,2783.98,3012.17,3217.3,3410.61,3662.12,3828.54,4052.62,4264.04,4442.39,4643.23,4843.61,4998.56,5196.49,5351.78,5512.22,5691.83,5871.26,6036.41,6210.31,6388.88,6552.11,6750.93,6952.88,82.17,78.89,74.22,71.83,67.24,66.31,64.02,61.96,62.85,62.29,63.45,65.09,67.7,75.6,78.76,84.41,89.51,93.24,107.16,118.17,130.92,145.28,162.42,182.39,205.04,230.82,254.77,292.2,327.37,366.3,407.68,458.84,511.59,571.08,632.95,702.58,777.56,853.91,937.77,1025.19,1116.93,1201.27,1295.57,1377.52,1460.69,1552.87,1631.04,1684.08,1746.4,1792.8,1831.69,1852.74,1884.63,1884.7,1901.01,1889.19,1875.85,1875.95,1839.06,1837.7,1821.07,1795.46,1798.18,1784.61,1778.35,1778.01,1791.33,1813.24,1838.88,1875.97,1927.34,1982.56,2040.77,5,4,3200.8,2454.9
341.41,347.3,354.3,359.82,367.09,369.71,374.98,377.54,381.58,385.44,388.54,392.23,394.93,396.08,399.55,403.01,406.25,410.9,414.39,418.74,425.69,430.74,438.24,446.18,455.72,466.18,482.07,494.9,512.61,533.59,558.04,586.65,618.59,659.81,703.4,758.28,816.55,882.91,965.25,1057.36,1161.13,1272.04,1403.89,1543.24,1698.19,1872.32,2061.13,2238.02,2431.79,2655.86,2843.64,3076.71,3286.24,3483.7,3740.59,3910.58,4139.46,4355.41,4537.59,4742.73,4947.4,5105.67,5307.85,5466.46,5630.34,5813.8,5997.08,6165.76,6343.39,6525.78,6692.52,6895.6,7101.87,83.93,80.58,75.81,73.37,68.68,67.73,65.39,63.29,64.19,63.63,64.81,66.49,69.15,77.22,80.45,86.21,91.43,95.24,109.46,120.7,133.73,148.39,165.9,186.3,209.44,235.77,260.23,298.46,334.38,374.15,416.41,468.67,522.55,583.31,646.52,717.63,794.23,872.2,957.86,1047.16,1140.86,1227.02,1323.33,1407.04,1491.99,1586.15,1665.99,1720.17,1783.82,1831.22,1870.94,1892.44,1925.01,1925.09,1941.75,1929.67,1916.05,1916.14,1878.47,1877.08,1860.09,1833.94,1836.71,1822.85,1816.46,1816.11,1829.71,1852.09,1878.29,1916.17,1968.64,2025.04,2084.5,5,5,3105.54,2347.65
347.89,353.89,361.02,366.65,374.06,376.72,382.1,384.71,388.82,392.76,395.91,399.67,402.42,403.59,407.14,410.66,413.97,418.7,422.26,426.69,433.77,438.91,446.56,454.65,464.37,475.03,491.22,504.3,522.34,543.72,568.63,597.79,630.34,672.34,716.75,772.67,832.05,899.67,983.57,1077.43,1183.17,1296.18,1430.54,1572.54,1730.42,1907.86,2100.25,2280.5,2477.95,2706.27,2897.62,3135.11,3348.62,3549.82,3811.59,3984.81,4218.03,4438.08,4623.72,4832.75,5041.3,5202.58,5408.59,5570.22,5737.21,5924.15,6110.91,6282.8,6463.79,6649.65,6819.55,7026.48,7236.67,85.52,82.11,77.24,74.76,69.98,69.02,66.63,64.49,65.41,64.84,66.04,67.75,70.46,78.69,81.97,87.85,93.16,97.05,111.53,122.99,136.27,151.21,169.05,189.83,213.41,240.25,265.17,304.13,340.73,381.25,424.32,477.56,532.47,594.39,658.79,731.26,809.3,888.76,976.05,1067.03,1162.52,1250.31,1348.45,1433.75,1520.31,1616.26,1697.61,1752.82,1817.68,1865.97,1906.45,1928.36,1961.55,1961.63,1978.61,1966.3,1952.42,1952.51,1914.13,1912.71,1895.4,1868.75,1871.57,1857.45,1850.94,1850.59,1864.44,1887.25,1913.94,1952.54,2006.01,2063.48,2124.07,5,6,3135.35,2299.02
358.12,364.3,371.64,377.43,385.06,387.8,393.34,396.02,400.26,404.31,407.56,411.43,414.26,415.46,419.11,422.74,426.14,431.02,434.68,439.24,446.53,451.82,459.69,468.02,478.03,489,505.67,519.13,537.71,559.71,585.35,615.37,648.87,692.11,737.83,795.4,856.52,926.13,1012.5,1109.12,1217.97,1334.31,1472.61,1618.79,1781.31,1963.98,2162.02,2347.58,2550.83,2785.86,2982.84,3227.32,3447.1,3654.23,3923.7,4102.01,4342.09,4568.61,4759.71,4974.89,5189.58,5355.6,5567.67,5734.05,5905.95,6098.39,6290.64,6467.58,6653.9,6845.23,7020.12,7233.14,7449.51,88.04,84.53,79.52,76.96,72.04,71.05,68.59,66.38,67.34,66.74,67.98,69.74,72.53,81,84.38,90.44,95.9,99.9,114.81,126.61,140.28,155.66,174.02,195.42,219.69,247.31,272.97,313.07,350.75,392.46,436.8,491.61,548.13,611.87,678.16,752.76,833.11,914.9,1004.75,1098.42,1196.71,1287.08,1388.11,1475.92,1565.02,1663.79,1747.54,1804.37,1871.14,1920.86,1962.52,1985.08,2019.25,2019.32,2036.8,2024.13,2009.84,2009.94,1970.42,1968.96,1951.14,1923.71,1926.62,1912.08,1905.37,1905.01,1919.28,1942.76,1970.23,2009.96,2065.01,2124.17,2186.54,5,7,3164.5,2544.75
327.43,333.08,339.79,345.08,352.06,354.56,359.62,362.08,365.95,369.66,372.63,376.16,378.75,379.85,383.19,386.5,389.61,394.07,397.42,401.59,408.26,413.1,420.29,427.91,437.06,447.09,462.33,474.63,491.62,511.74,535.18,562.63,593.26,632.79,674.59,727.22,783.1,846.75,925.71,1014.05,1113.57,1219.94,1346.39,1480.03,1628.63,1795.64,1976.71,2146.35,2332.18,2547.08,2727.17,2950.69,3151.64,3341.01,3587.38,3750.41,3969.91,4177.01,4351.73,4548.47,4744.76,4896.55,5090.44,5242.56,5399.73,5575.67,5751.44,5913.22,6083.57,6258.49,6418.4,6613.16,6810.98,80.49,77.28,72.7,70.36,65.87,64.96,62.72,60.69,61.57,61.02,62.15,63.77,66.31,74.06,77.15,82.68,87.68,91.34,104.97,115.76,128.25,142.32,159.1,178.67,200.86,226.11,249.57,286.24,320.69,358.82,399.36,449.47,501.15,559.42,620.04,688.24,761.7,836.48,918.63,1004.27,1094.14,1176.76,1269.13,1349.41,1430.88,1521.18,1597.76,1649.71,1710.76,1756.21,1794.31,1814.93,1846.17,1846.24,1862.22,1850.64,1837.57,1837.66,1801.53,1800.19,1783.9,1758.82,1761.48,1748.19,1742.06,1741.73,1754.77,1776.23,1801.35,1837.68,1888.01,1942.1,1999.13,5,8,3190.1,2609.54
330.84,336.55,343.33,348.68,355.72,358.26,363.37,365.85,369.76,373.51,376.51,380.08,382.7,383.81,387.18,390.53,393.67,398.18,401.56,405.77,412.51,417.4,424.67,432.36,441.61,451.74,467.14,479.58,496.74,517.07,540.75,568.49,599.44,639.38,681.62,734.8,791.26,855.57,935.35,1024.62,1125.17,1232.64,1360.41,1495.45,1645.59,1814.34,1997.3,2168.71,2356.48,2573.61,2755.58,2981.43,3184.47,3375.81,3624.75,3789.48,4011.26,4220.53,4397.06,4595.85,4794.18,4947.55,5143.47,5297.17,5455.98,5633.75,5811.35,5974.82,6146.94,6323.69,6485.26,6682.05,6881.93,81.33,78.09,73.46,71.09,66.55,65.63,63.37,61.33,62.21,61.66,62.8,64.43,67.01,74.83,77.95,83.54,88.6,92.29,106.07,116.97,129.59,143.8,160.76,180.53,202.95,228.47,252.17,289.22,324.03,362.56,403.52,454.16,506.37,565.25,626.49,695.41,769.63,845.19,928.2,1014.73,1105.53,1189.02,1282.35,1363.47,1445.78,1537.03,1614.4,1666.9,1728.58,1774.5,1813,1833.84,1865.4,1865.47,1881.62,1869.91,1856.71,1856.8,1820.3,1818.95,1802.48,1777.14,1779.83,1766.4,1760.2,1759.87,1773.05,1794.74,1820.12,1856.82,1907.68,1962.33,2019.95,5,9,3005.88,2461.39
334.25,340.02,346.87,352.27,359.39,361.95,367.11,369.62,373.57,377.36,380.39,384,386.64,387.77,391.17,394.56,397.73,402.28,405.7,409.96,416.76,421.7,429.04,436.82,446.16,456.4,471.96,484.52,501.86,522.4,546.33,574.35,605.62,645.97,688.64,742.37,799.42,864.39,945,1035.18,1136.77,1245.35,1374.44,1510.87,1662.56,1833.05,2017.89,2191.07,2380.77,2600.14,2783.98,3012.17,3217.3,3410.61,3662.12,3828.54,4052.62,4264.04,4442.39,4643.23,4843.61,4998.56,5196.49,5351.78,5512.22,5691.83,5871.26,6036.41,6210.31,6388.88,6552.11,6750.93,6952.88,82.17,78.89,74.22,71.83,67.24,66.31,64.02,61.96,62.85,62.29,63.45,65.09,67.7,75.6,78.76,84.41,89.51,93.24,107.16,118.17,130.92,145.28,162.42,182.39,205.04,230.82,254.77,292.2,327.37,366.3,407.68,458.84,511.59,571.08,632.95,702.58,777.56,853.91,937.77,1025.19,1116.93,1201.27,1295.57,1377.52,1460.69,1552.87,1631.04,1684.08,1746.4,1792.8,1831.69,1852.74,1884.63,1884.7,1901.01,1889.19,1875.85,1875.95,1839.06,1837.7,1821.07,1795.46,1798.18,1784.61,1778.35,1778.01,1791.33,1813.24,1838.88,1875.97,1927.34,1982.56,2040.77,5,10,3010.83,2365.34
371.76,378.18,385.8,391.81,399.73,402.58,408.32,411.11,415.5,419.71,423.09,427.1,430.04,431.29,435.08,438.84,442.37,447.44,451.24,455.97,463.54,469.04,477.2,485.85,496.24,507.63,524.93,538.91,558.19,581.04,607.65,638.81,673.59,718.48,765.94,825.7,889.15,961.41,1051.07,1151.37,1264.37,1385.14,1528.71,1680.45,1849.17,2038.79,2244.38,2437.01,2648,2891.99,3096.47,3350.27,3578.42,3793.44,4073.17,4258.28,4507.5,4742.65,4941.03,5164.41,5387.28,5559.62,5779.77,5952.49,6130.94,6330.71,6530.28,6713.97,6907.39,7106,7287.55,7508.69,7733.3,91.39,87.75,82.55,79.89,74.78,73.75,71.21,68.91,69.9,69.29,70.57,72.4,75.29,84.09,87.6,93.88,99.56,103.71,119.19,131.43,145.62,161.59,180.65,202.86,228.06,256.73,283.37,325,364.11,407.41,453.44,510.34,569.01,635.18,704,781.44,864.84,949.75,1043.03,1140.26,1242.3,1336.11,1440.99,1532.14,1624.64,1727.18,1814.12,1873.11,1942.42,1994.03,2037.29,2060.7,2096.17,2096.25,2114.39,2101.24,2086.4,2086.51,2045.49,2043.97,2025.47,1996.99,2000.01,1984.92,1977.96,1977.59,1992.39,2016.76,2045.29,2086.53,2143.68,2205.09,2269.84,5,11,3251.68,2624.2
378.58,385.12,392.88,399,407.07,409.96,415.81,418.65,423.13,427.42,430.85,434.94,437.93,439.21,443.06,446.9,450.49,455.65,459.51,464.34,472.05,477.64,485.96,494.77,505.35,516.94,534.56,548.79,568.43,591.7,618.8,650.54,685.95,731.66,779.99,840.85,905.46,979.05,1070.35,1172.5,1287.56,1410.55,1556.76,1711.29,1883.1,2076.2,2285.56,2481.72,2696.59,2945.06,3153.29,3411.74,3644.08,3863.04,4147.91,4336.41,4590.21,4829.67,5031.69,5259.17,5486.12,5661.63,5885.82,6061.71,6243.44,6446.87,6650.1,6837.16,7034.13,7236.38,7421.27,7646.47,7875.2,93.07,89.36,84.06,81.35,76.16,75.11,72.51,70.18,71.18,70.56,71.86,73.73,76.68,85.63,89.21,95.6,101.38,105.61,121.38,133.85,148.29,164.55,183.96,206.58,232.24,261.44,288.57,330.96,370.79,414.89,461.76,519.7,579.45,646.83,716.91,795.78,880.71,967.18,1062.17,1161.18,1265.09,1360.63,1467.43,1560.26,1654.45,1758.87,1847.4,1907.48,1978.06,2030.62,2074.67,2098.51,2134.63,2134.71,2153.19,2139.8,2124.69,2124.8,2083.02,2081.47,2062.64,2033.63,2036.71,2021.34,2014.25,2013.87,2028.95,2053.77,2082.81,2124.82,2183.01,2245.55,2311.49,5,12,3135.67,2518.7
